Series Description,SPOT EXCHANGE RATE - EURO AREA ,"UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)",SPOT EXCHANGE RATE - BRAZIL ,"CHINA -- SPOT EXCHANGE RATE, YUAN/US$ P.R. ","DENMARK -- SPOT EXCHANGE RATE, KRONER/US$ ","INDIA -- SPOT EXCHANGE RATE, RUPEES/US$ ","JAPAN -- SPOT EXCHANGE RATE, YEN/US$ ","KOREA -- SPOT EXCHANGE RATE, WON/US$ ","MALAYSIA -- SPOT EXCHANGE RATE, RINGGIT/US$ ","MEXICO -- SPOT EXCHANGE RATE, PESOS/US$ ","NORWAY -- SPOT EXCHANGE RATE, KRONER/US$ ","SWEDEN -- SPOT EXCHANGE RATE, KRONOR/US$ ","SOUTH AFRICA -- SPOT EXCHANGE RATE, RAND/$US","SINGAPORE -- SPOT EXCHANGE RATE, SINGAPORE $/US$ ","SWITZERLAND -- SPOT EXCHANGE RATE, FRANCS/US$ ","TAIWAN -- SPOT EXCHANGE RATE, NT$/US$ ","THAILAND -- SPOT EXCHANGE RATE, BAHT/US$ ",SPOT EXCHANGE RATE - VENEZUELA ,Nominal Broad Dollar Index ,Nominal Major Currencies Dollar Index ,Nominal Other Important Trading Partners Dollar Index ,AUSTRALIA -- SPOT EXCHANGE RATE US$/AU$ (RECIPROCAL OF RXI_N.B.AL),"NEW ZEALAND -- SPOT EXCHANGE RATE, US$/NZ$ RECIPROCAL OF RXI_N.B.NZ ","CANADA -- SPOT EXCHANGE RATE, CANADIAN $/US$ ","HONG KONG -- SPOT EXCHANGE RATE, HK$/US$ ","SRI LANKA -- SPOT EXCHANGE RATE, RUPEES/US$ "
1988-08-03,,1.7105,,3.7314,7.1300,14.1700,132.8700,726.0000,2.6390,,6.8000,6.4440,2.4600,2.0475,1.5625,28.6800,25.5500,,,93.0852,,0.8041,0.6645,1.2030,7.8065,32.1225
1988-08-04,,1.7090,,3.7314,7.1550,14.1700,133.0200,726.1000,2.6400,,6.8130,6.4480,2.4600,2.0480,1.5684,28.6800,25.5500,,,93.2058,,0.8045,0.6645,1.2030,7.8060,32.1175
1988-08-05,,1.6928,,3.7314,7.1990,14.1900,133.6800,726.2000,2.6420,,6.8525,6.4710,2.4700,2.0490,1.5810,28.6800,25.5600,,,93.6837,,0.8030,0.6630,1.2055,7.8080,32.1525
1988-08-08,,1.6970,,3.7314,7.2570,14.1600,133.7500,726.3000,2.6435,,6.8920,6.5075,2.4900,2.0445,1.5905,28.6700,25.5600,,,93.9451,,0.7984,0.6657,1.2105,7.8060,32.2425
1988-08-09,,1.6863,,3.7314,7.3120,14.1700,134.7500,726.4000,2.6480,,6.9365,6.5425,2.4900,2.0480,1.6030,28.6700,25.5600,,,94.5258,,0.7965,0.6700,1.2155,7.8060,32.2475
1988-08-10,,1.6905,,3.7314,7.3310,14.1900,134.4500,726.5000,2.6515,,6.9700,6.5500,2.4900,2.0445,1.6005,28.6700,25.6300,,,94.6740,,0.7988,0.6720,1.2260,7.8035,32.3325
1988-08-11,,1.6910,,3.7314,7.2780,14.1700,133.8600,726.6000,2.6505,,6.9260,6.5150,2.4600,2.0435,1.5905,28.6800,25.5900,,,94.2499,,0.8029,0.6685,1.2230,7.8040,32.3675
1988-08-12,,1.7155,,3.7314,7.2110,14.1400,133.1500,726.1000,2.6460,,6.8880,6.4740,2.4400,2.0370,1.5752,28.6700,25.5900,,,93.6254,,0.8005,0.6650,1.2198,7.8035,32.3625
1988-08-15,,1.7138,,3.7314,7.2150,14.1500,133.2500,725.6000,2.6440,,6.9075,6.4790,2.4300,2.0390,1.5780,28.6700,25.5200,,,93.7414,,0.8006,0.6583,1.2236,7.8045,32.4025
1988-08-16,,1.7190,,3.7314,7.1660,14.1200,132.9200,725.7000,2.6430,,6.8650,6.4420,2.4000,2.0360,1.5698,28.6700,25.5200,,,93.5359,,0.8025,0.6560,1.2278,7.8050,32.4275
1988-08-17,,1.6898,,3.7314,7.3270,14.1900,134.0700,725.8000,2.6500,,6.9725,6.5400,2.4600,2.0410,1.6040,28.6700,25.5500,,,94.6727,,0.8030,0.6480,1.2324,7.8055,32.4675
1988-08-18,,1.6985,,3.7314,7.2750,14.2000,133.3500,725.9000,2.6490,,6.9330,6.5050,2.4600,2.0365,1.5973,28.6700,25.5800,,,94.2141,,0.8062,0.6538,1.2302,7.8045,32.5425
1988-08-19,,1.7025,,3.7314,7.2445,14.2200,133.4500,725.6000,2.6540,,6.9245,6.4910,2.4600,2.0380,1.5920,28.6700,25.5500,,,94.0332,,0.8144,0.6415,1.2272,7.8040,32.6350
1988-08-22,,1.6763,,3.7314,7.3535,14.3500,134.1000,725.3000,2.6615,,7.0110,6.5695,2.4800,2.0400,1.6117,28.6700,25.5700,,,94.7929,,0.8138,0.6380,1.2293,7.8060,32.7250
1988-08-23,,1.6790,,3.7314,7.3130,14.3000,133.8500,725.4000,2.6630,,6.9805,6.5345,2.4600,2.0410,1.6050,28.6700,25.5800,,,94.5463,,0.8149,0.6365,1.2305,7.8050,32.8250
1988-08-24,,1.6785,,3.7314,7.2775,14.2900,134.2500,725.5000,2.6620,,6.9500,6.5115,2.4500,2.0395,1.5955,28.6800,25.5900,,,94.4470,,0.8160,0.6370,1.2320,7.8040,32.9200
1988-08-25,,1.6990,,3.7314,7.1825,14.2300,133.3500,725.1000,2.6560,,6.8825,6.4540,2.4200,2.0355,1.5725,28.7000,25.5600,,,93.7558,,0.8170,0.6390,1.2345,7.8040,32.9175
1988-08-26,,1.6908,,3.7314,7.1490,14.2800,133.6600,724.6000,2.6575,,6.8780,6.4360,2.4200,2.0345,1.5660,28.6700,25.5200,,,93.8281,,0.8111,0.6268,1.2373,7.8045,32.9175
1988-08-29,,1.6850,,3.7314,7.1925,14.2800,134.1300,724.7000,2.6700,,6.9100,6.4650,2.4300,2.0400,1.5755,28.8000,25.5200,,,94.2103,,0.8073,0.5970,1.2400,7.8025,32.9175
1988-08-30,,1.6900,,3.7314,7.1900,14.3200,134.4700,724.8000,2.6700,,6.9025,6.4620,2.4300,2.0392,1.5760,28.8200,25.5700,,,94.2192,,0.8048,0.6050,1.2388,7.8040,32.8875
1988-08-31,,1.6825,,3.7314,7.2220,14.3600,136.5200,724.9000,2.6780,,6.9320,6.4930,2.4500,2.0450,1.5850,28.8300,25.5700,,,94.8793,,0.8038,0.6135,1.2400,7.8055,32.8775
1988-09-01,,1.6690,,3.7314,7.2120,14.4100,136.3500,725.0000,2.6820,,6.9410,6.4910,2.4500,2.0450,1.5810,28.8200,25.6100,,,94.8481,,0.7937,0.6050,1.2370,7.8065,32.9575
1988-09-02,,1.6830,,3.7314,7.1485,14.4400,136.1000,725.0000,2.6740,,6.9030,6.4560,2.4400,2.0445,1.5640,28.8300,25.6200,,,94.4675,,0.7956,0.6030,1.2372,7.8070,32.9675
1988-09-05,,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,,ND,,ND,ND,ND,ND,ND
1988-09-06,,1.7033,,3.7314,7.0910,14.3900,135.3000,724.2000,2.6575,,6.8500,6.4050,2.4200,2.0390,1.5535,28.8600,25.5900,,,93.8562,,0.8037,0.6227,1.2338,7.8125,32.9625
1988-09-07,,1.7080,,3.7314,7.1000,14.3800,133.6700,723.7000,2.6510,,6.8650,6.4050,2.4000,2.0390,1.5547,28.8600,25.5400,,,93.6331,,0.8019,0.6210,1.2390,7.8085,32.9600
1988-09-08,,1.6970,,3.7314,7.1200,14.4000,133.8700,723.2000,2.6480,,6.8975,6.4175,2.4100,2.0410,1.5630,28.8400,25.5200,,,93.8249,,0.8040,0.6215,1.2391,7.8085,32.9625
1988-09-09,,1.6968,,3.7314,7.1150,14.4300,133.6200,723.3000,2.6465,,6.8975,6.4200,2.4100,2.0350,1.5623,28.8500,25.5000,,,93.7733,,0.8047,0.6250,1.2398,7.8090,32.9625
1988-09-12,,1.6957,,3.7314,7.0990,14.4000,133.5000,722.9000,2.6490,,6.8815,6.4115,2.4300,2.0350,1.5538,28.8600,25.5200,,,93.6673,,0.7998,0.6192,1.2385,7.8110,32.9625
1988-09-13,,1.6960,,3.7314,7.1125,14.4300,133.3000,723.0000,2.6480,,6.8675,6.4125,2.4300,2.0380,1.5602,28.8900,25.5000,,,93.5678,,0.7968,0.6180,1.2310,7.8110,32.9650
1988-09-14,,1.6745,,3.7314,7.2340,14.4400,134.6000,722.7000,2.6560,,6.9400,6.4825,2.4600,2.0450,1.5835,28.9100,25.5100,,,94.2656,,0.7933,0.6148,1.2227,7.8105,32.9675
1988-09-15,,1.6800,,3.7314,7.2000,14.4800,133.6700,722.8000,2.6600,,6.9275,6.4750,2.4600,2.0460,1.5820,28.9300,25.5500,,,93.9879,,0.8005,0.6125,1.2238,7.8110,32.9950
1988-09-16,,1.6754,,3.7314,7.2200,14.5100,134.3000,722.9000,2.6620,,6.9400,6.4850,2.4700,2.0445,1.5845,28.9500,25.5300,,,94.1763,,0.7954,0.6090,1.2235,7.8105,32.9925
1988-09-19,,1.6788,,3.7314,7.1825,14.5200,133.5500,722.9000,2.6620,,6.9125,6.4350,2.4700,2.0395,1.5790,28.9700,25.5400,,,93.8227,,0.7863,0.6055,1.2195,7.8125,32.3300
1988-09-20,,1.6865,,3.7314,7.1675,14.4900,133.9000,722.5000,2.6670,,6.8950,6.4175,2.4800,2.0400,1.5747,28.9800,25.5300,,,93.7867,,0.7864,0.6130,1.2205,7.8120,32.9950
1988-09-21,,1.6750,,3.7314,7.2000,14.5600,134.2500,722.6000,2.6675,,6.9175,6.4450,2.4800,2.0400,1.5836,28.9800,25.5300,,,94.0606,,0.7787,0.6113,1.2183,7.8120,32.9950
1988-09-22,,1.6675,,3.7314,7.2150,14.6000,134.6300,722.7000,2.6695,,6.9435,6.4625,2.4800,2.0405,1.5875,28.9800,25.5300,,,94.2566,,0.7839,0.6153,1.2186,7.8120,33.0050
1988-09-23,,1.6715,,3.7314,7.2040,14.5800,134.4700,722.6000,2.6675,,6.9375,6.4525,2.4800,2.0410,1.5850,28.9800,25.5700,,,94.2172,,0.7840,0.6150,1.2220,7.8130,33.0100
1988-09-26,,1.6665,,3.7314,7.2300,14.6000,134.6500,722.5000,2.6755,,6.9525,6.4750,2.4900,2.0430,1.5936,ND,25.5700,,,94.4066,,0.7796,0.6145,1.2215,7.8125,33.0125
1988-09-27,,1.6788,,3.7314,7.2150,14.5700,134.4500,722.6000,2.6725,,6.9450,6.4600,2.4900,2.0415,1.5908,ND,25.5700,,,94.1597,,0.7834,0.6184,1.2186,7.8120,33.0075
1988-09-28,,1.6868,,3.7314,7.2080,14.5600,134.2300,722.3000,2.6735,,6.9385,6.4525,2.4800,2.0400,1.5900,ND,25.5700,,,94.0951,,0.7837,0.6180,1.2207,7.8115,33.0050
1988-09-29,,1.6822,,3.7314,7.2350,14.5400,134.3600,721.8000,2.6750,,6.9450,6.4550,2.4900,2.0410,1.5932,28.9800,25.5500,,,94.1435,,0.7841,0.6160,1.2176,7.8090,33.0025
1988-09-30,,1.6910,,3.7314,7.1950,14.5500,133.9000,721.9000,2.6870,,6.9180,6.4250,2.4900,2.0410,1.5835,28.9800,25.5700,,,93.8293,,0.7830,0.6122,1.2173,7.8110,33.0075
1988-10-03,,1.6985,,3.7314,7.1500,14.5600,133.6500,721.9000,2.6820,,6.8900,6.3980,2.4900,2.0400,1.5788,28.9800,25.5400,,,93.4280,,0.7844,0.6113,1.2105,7.8125,33.0025
1988-10-04,,1.6945,,3.7314,7.1750,14.5600,133.2600,721.4000,2.6790,,6.8940,6.3940,2.4900,2.0390,1.5801,28.9800,25.5100,,,93.3482,,0.7891,0.6136,1.2099,7.8130,33.0000
1988-10-05,,1.6955,,3.7314,7.1720,14.5900,133.5000,720.9000,2.6850,,6.8950,6.3920,2.5000,2.0405,1.5833,28.9800,25.5200,,,93.3669,,0.7910,0.6101,1.2075,7.8150,33.0050
1988-10-06,,1.6940,,3.7314,7.1800,14.5700,133.4100,721.0000,2.6890,,6.9050,6.3950,2.4900,2.0400,1.5830,28.9800,25.5200,,,93.4468,,0.7964,0.6130,1.2115,7.8140,33.0025
1988-10-07,,1.6980,,3.7314,7.1620,14.5600,133.3000,720.1000,2.6880,,6.8950,6.3840,2.4900,2.0385,1.5800,28.9800,25.5200,,,93.2621,,0.7988,0.6165,1.2077,7.8170,33.0050
1988-10-10,,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,,ND,,ND,ND,ND,ND,ND
1988-10-11,,1.7160,,3.7314,7.1450,14.6200,131.0700,717.7000,2.6900,,6.8445,6.3475,2.4800,2.0350,1.5710,28.9900,25.4600,,,92.5682,,0.8024,0.6228,1.2090,7.8175,32.9975
1988-10-12,,1.7310,,3.7314,7.0800,14.7000,128.9600,716.2000,2.6830,,6.7950,6.2980,2.4700,2.0330,1.5510,28.9900,25.4500,,,91.7970,,0.8052,0.6235,1.2105,7.8165,33.0000
1988-10-13,,1.7455,,3.7314,7.0215,14.6700,128.0300,714.7000,2.6770,,6.7400,6.2580,2.4400,2.0230,1.5395,28.9800,25.3500,,,91.2330,,0.8100,0.6305,1.2086,7.8150,33.0000
1988-10-14,,1.7555,,3.7314,7.0080,14.7200,127.1500,713.2000,2.6790,,6.7235,6.2490,2.4500,2.0225,1.5308,28.9500,25.3300,,,90.8265,,0.8133,0.6277,1.2050,7.8145,33.0000
1988-10-17,,1.7480,,3.7314,7.0015,14.7300,127.2800,711.7000,2.6795,,6.7000,6.2440,2.4400,2.0220,1.5300,28.8700,25.2800,,,90.8570,,0.8075,0.6255,1.2049,7.8120,32.9775
1988-10-18,,1.7520,,3.7314,6.9725,14.7400,126.6700,710.8000,2.6790,,6.6875,6.2270,2.4400,2.0185,1.5245,28.8300,25.3100,,,90.4990,,0.8093,0.6185,1.1998,7.8140,32.9825
1988-10-19,,1.7505,,3.7314,6.9950,14.7600,127.3000,710.9000,2.6800,,6.7050,6.2450,2.4500,2.0185,1.5298,28.8000,25.3100,,,90.7138,,0.8200,0.6188,1.2000,7.8135,32.9825
1988-10-20,,1.7630,,3.7314,6.9575,14.7500,127.2000,710.0000,2.6740,,6.6700,6.2250,2.4500,2.0100,1.5225,28.7900,25.3100,,,90.4714,,0.8205,0.6175,1.1991,7.8135,32.9850
1988-10-21,,1.7620,,3.7314,6.8700,14.7500,126.3500,708.5000,2.6730,,6.6230,6.1800,2.4300,2.0090,1.5077,28.7900,25.2800,,,90.0286,,0.8208,0.6230,1.2020,7.8130,32.9800
1988-10-24,,1.7515,,3.7314,6.8650,14.7800,126.8300,707.0000,2.6720,,6.6150,6.1750,2.4500,2.0080,1.5159,28.7900,25.2800,,,90.2083,,0.8171,0.6202,1.1975,7.8115,32.9800
1988-10-25,,1.7535,,3.7314,6.9025,14.8000,126.7000,707.1000,2.6760,,6.6750,6.2150,2.4600,2.0075,1.5175,ND,25.2900,,,90.2254,,0.8198,0.6208,1.2000,7.8110,32.9800
1988-10-26,,1.7610,,3.7314,6.8480,14.8200,125.7000,707.2000,2.6715,,6.6325,6.1950,2.4600,2.0015,1.5041,28.8000,25.2800,,,89.7405,,0.8245,0.6280,1.1991,7.8100,32.9850
1988-10-27,,1.7680,,3.7314,6.8600,14.8800,125.9000,705.7000,2.6690,,6.6300,6.1920,2.4600,1.9995,1.4955,28.7200,25.2400,,,89.8423,,0.8191,0.6278,1.2041,7.8100,32.9850
1988-10-28,,1.7680,,3.7314,6.8550,14.8700,125.8500,704.2000,2.6730,,6.6300,6.1800,2.4800,2.0015,1.4980,28.6400,25.2600,,,89.8541,,0.8221,0.6276,1.2039,7.8115,32.9875
1988-10-31,,1.7690,,3.7314,6.8890,14.9700,125.5000,704.3000,2.6710,,6.6500,6.1950,2.5100,1.9970,1.5015,ND,25.2600,,,90.1479,,0.8200,0.6260,1.2197,7.8105,32.9450
1988-11-01,,1.7668,,3.7314,6.8950,14.8800,125.3000,702.7000,2.6835,,6.6500,6.2000,2.5100,2.0030,1.5005,28.3800,25.2500,,,90.3258,,0.8206,0.6245,1.2282,7.8120,32.9900
1988-11-02,,1.7770,,3.7314,6.8680,14.8900,124.6000,702.8000,2.6845,,6.6280,6.1800,2.5100,1.9965,1.4945,ND,25.2100,,,89.9700,,0.8251,0.6269,1.2270,7.8125,32.9875
1988-11-03,,1.7820,,3.7314,6.8400,14.9000,124.2000,701.3000,2.6840,,6.6130,6.1640,2.4600,1.9850,1.4850,28.1900,25.2000,,,89.6276,,0.8300,0.6300,1.2213,7.8110,32.9875
1988-11-04,,1.7650,,3.7314,6.9310,14.9500,125.3200,700.4000,2.6820,,6.6850,6.2175,2.4800,1.9850,1.5037,28.1600,25.1722,,,90.3401,,0.8281,0.6190,1.2227,7.8110,32.9925
1988-11-07,,1.7750,,3.7314,6.8830,14.9900,124.7200,700.5000,2.6860,,6.6500,6.1900,2.4500,1.9770,1.4940,28.1400,25.2400,,,90.2440,,0.8312,0.6230,1.2372,7.8140,32.9925
1988-11-08,,1.7702,,3.7314,6.9000,14.9800,125.5700,699.6000,2.6860,,6.6700,6.1960,2.4500,1.9770,1.5017,28.1400,25.2100,,,90.5096,,0.8300,0.6262,1.2352,7.8140,32.9925
1988-11-09,,1.7908,,3.7314,6.8130,14.9400,124.2500,699.7000,2.6830,,6.6000,6.1330,2.4400,1.9680,1.4815,28.1400,25.2500,,,89.6088,,0.8424,0.6363,1.2324,7.8120,32.9925
1988-11-10,,1.7955,,3.7314,6.7950,14.9600,123.9800,698.2000,2.6780,,6.6000,6.1280,2.4000,1.9690,1.4770,28.1500,25.1800,,,89.3480,,0.8435,0.6385,1.2258,7.8100,32.9925
1988-11-11,,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,,ND,,ND,ND,ND,ND,ND
1988-11-14,,1.8080,,3.7314,6.7530,14.9600,123.4300,695.9000,2.6920,,6.6180,6.0880,2.4100,1.9540,1.4650,28.1400,25.1100,,,89.0030,,0.8495,0.6412,1.2298,7.8030,32.9900
1988-11-15,,1.8070,,3.7314,6.7440,14.9700,123.4200,696.0000,2.6920,,6.6130,6.0850,2.2900,1.9520,1.4635,28.1400,25.1500,,,89.0793,,0.8535,0.6420,1.2350,7.8120,32.9900
1988-11-16,,1.8220,,3.7314,6.6770,14.9400,122.5500,695.2000,2.6915,,6.5550,6.0400,2.3900,1.9490,1.4465,28.1500,25.1500,,,88.4171,,0.8555,0.6438,1.2310,7.8080,32.9875
1988-11-17,,1.8210,,3.7314,6.6470,14.9500,122.7300,694.4000,2.6920,,6.5800,6.0640,2.3800,1.9520,1.4525,28.1600,25.0900,,,88.6024,,0.8585,0.6465,1.2339,7.8045,32.9800
1988-11-18,,1.8160,,3.7314,6.7110,15.0600,122.6500,693.6000,2.6775,,6.5900,6.0720,2.3800,1.9500,1.4587,28.1500,25.1000,,,88.7195,,0.8552,0.6490,1.2345,7.8060,32.9850
1988-11-21,,1.8235,,3.7314,6.6810,15.0600,121.9500,693.7000,2.6730,,6.5500,6.0440,2.3700,1.9480,1.4520,28.1700,25.1200,,,87.9659,,0.8592,0.6460,1.2117,7.8090,32.9850
1988-11-22,,1.8318,,3.7314,6.6500,15.0200,121.3500,692.9000,2.6400,,6.5175,6.0230,2.3600,1.9455,1.4473,28.1800,25.0900,,,87.5030,,0.8635,0.6490,1.2020,7.8105,32.9900
1988-11-23,,1.8370,,3.7314,6.6300,15.0000,121.3000,692.1000,2.6420,,6.4950,6.0060,2.3500,1.9440,1.4405,28.1800,25.0700,,,87.3319,,0.8696,0.6515,1.2000,7.8110,ND
1988-11-24,,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,,ND,,ND,ND,ND,ND,ND
1988-11-25,,1.8440,,3.7314,6.6250,14.9900,121.1000,690.7000,2.6610,,6.4815,6.0040,2.3200,1.9410,1.4370,ND,25.0500,,,87.0540,,0.8731,0.6570,1.1907,7.8080,32.9800
1988-11-28,,1.8370,,3.7314,6.6930,14.9800,122.2200,690.8000,2.6810,,6.5200,6.0400,2.3300,1.9470,1.4508,28.1500,25.0800,,,87.6176,,0.8732,0.6538,1.1915,7.8090,32.9875
1988-11-29,,1.8516,,3.7314,6.6670,14.9500,121.5000,690.9000,2.6720,,6.4850,6.0200,2.3100,1.9410,1.4453,28.1600,25.1100,,,87.3200,,0.8768,0.6542,1.1941,7.8070,32.9925
1988-11-30,,1.8493,,3.7314,6.6910,14.9500,121.9000,690.3000,2.6770,,6.4910,6.0415,2.3000,1.9485,1.4535,28.1800,25.0800,,,87.4363,,0.8750,0.6550,1.1878,7.8050,32.9900
1988-12-01,,1.8525,,3.7314,6.6850,14.9000,121.6000,689.8000,2.6770,,6.4900,6.0240,2.2800,1.9530,1.4525,28.1900,25.0700,,,87.3052,,0.8715,0.6473,1.1873,7.8045,32.9875
1988-12-02,,1.8560,,3.7314,6.6785,14.8700,121.4700,689.2000,2.6750,,6.4810,6.0200,2.2700,1.9480,1.4503,28.1900,25.0900,,,87.2280,,0.8708,0.6505,1.1875,7.8030,32.9900
1988-12-05,,1.8700,,3.7314,6.6550,14.9500,121.5000,688.7000,2.6750,,6.4360,6.0010,2.2600,1.9410,1.4450,28.1800,25.1900,,,87.0124,,0.8786,0.6553,1.1858,7.8010,32.9825
1988-12-06,,1.8654,,3.7314,6.6780,14.9700,121.7500,688.1000,2.6790,,6.4470,6.0150,2.2800,1.9430,1.4523,28.1900,25.0700,,,87.2794,,0.8815,0.6552,1.1896,7.7960,32.9850
1988-12-07,,1.8410,,3.7314,6.8000,15.0900,123.5000,688.2000,2.6860,,6.5500,6.0900,2.3600,1.9470,1.4790,28.2000,25.0900,,,88.4686,,0.8640,0.6443,1.2005,7.7990,32.9950
1988-12-08,,1.8500,,3.7314,6.7270,15.0000,122.5700,688.3000,2.6820,,6.4800,6.0480,2.3400,1.9420,1.4660,28.2000,25.1500,,,87.8996,,0.8275,0.6460,1.1936,7.8015,33.0150
1988-12-09,,1.8490,,3.7314,6.6875,15.0500,122.3500,687.8000,2.6845,,6.4530,6.0250,2.3400,1.9410,1.4612,28.2100,25.1100,,,87.6893,,0.8677,0.6440,1.1972,7.8070,33.0175
1988-12-12,,1.8420,,3.7314,6.7300,15.0500,122.8500,687.5000,2.6870,,6.4650,6.0495,2.3500,1.9380,1.4662,28.2100,25.1100,,,88.0143,,0.8573,0.6393,1.1985,7.8085,33.0150
1988-12-13,,1.8280,,3.7314,6.7520,15.0900,123.1500,687.6000,2.6880,,6.4915,6.0670,2.3700,1.9390,1.4710,28.1900,25.1300,,,88.2806,,0.8471,0.6385,1.1997,7.8085,33.0150
1988-12-14,,1.8295,,3.7314,6.7250,15.0400,122.7100,687.7000,2.6880,,6.4800,6.0450,2.3500,1.9390,1.4654,28.1900,25.1400,,,88.0321,,0.8547,0.6170,1.2003,7.8090,33.0200
1988-12-15,,1.8278,,3.7314,6.7660,15.0300,123.3700,687.4000,2.6890,,6.4980,6.0680,2.3600,1.9405,1.4725,28.1800,25.1400,,,88.4421,,0.8538,0.6210,1.2056,7.8080,33.0200
1988-12-16,,1.8110,,3.7314,6.8240,15.0600,124.5000,687.5000,2.6930,,6.5470,6.1190,2.3700,1.9465,1.4895,28.1700,25.1400,,,89.0418,,0.8465,0.6230,1.2050,7.8090,33.0250
1988-12-19,,1.8226,,3.7314,6.8325,15.0100,124.1000,687.6000,2.6950,,6.5460,6.1210,2.3700,1.9430,1.4880,28.1800,25.1400,,,88.7453,,0.8540,0.6245,1.2001,7.8080,33.0200
1988-12-20,,1.8015,,3.7314,6.8650,15.0600,125.1000,687.7000,2.7020,,6.5825,6.1625,2.3800,1.9485,1.4990,28.1900,ND,,,89.2987,,0.8520,0.6285,1.2008,7.8075,33.0250
1988-12-21,,1.8070,,3.7314,6.8500,15.0300,124.3500,687.8000,2.7055,,6.5605,6.1300,2.3800,1.9450,1.4940,28.2000,25.2600,,,88.9899,,0.8515,0.6370,1.2006,7.8090,33.0275
1988-12-22,,1.7980,,3.7314,6.8650,15.0400,124.7100,687.3000,2.7050,,6.5680,6.1370,2.3700,1.9450,1.4975,28.2200,ND,,,89.0833,,0.8520,0.6365,1.1958,7.8080,33.0275
1988-12-23,,1.8000,,3.7314,6.8765,15.0300,124.8500,687.4000,2.7050,,6.5815,6.1390,2.3700,1.9450,1.4985,28.2400,ND,,,89.1648,,0.8505,0.6345,1.1965,7.8080,33.0350
1988-12-26,,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,,ND,,ND,ND,ND,ND,ND
1988-12-27,,1.8040,,3.7314,6.8810,15.0300,124.8500,687.5000,2.7050,,6.5705,6.1380,2.3700,1.9450,1.4995,28.2400,25.2000,,,89.1400,,0.8590,0.6345,1.1965,7.8080,33.0350
1988-12-28,,1.7890,,3.7314,6.9225,15.0900,125.5800,687.6000,2.7180,,6.6050,6.1725,2.3800,1.9480,1.5135,28.2400,25.2000,,,89.5341,,0.8545,0.6265,1.1950,7.8105,33.0475
1988-12-29,,1.7895,,3.7314,6.9125,15.0200,125.8500,687.7000,2.7140,,6.5950,6.1625,2.3800,1.9460,1.5150,28.2300,25.2000,,,89.5241,,0.8545,0.6280,1.1925,7.8080,33.0050
1988-12-30,,1.8085,,3.7314,6.8575,14.9900,125.0500,687.4000,2.7100,,6.5650,6.1310,2.3800,1.9450,1.5020,28.1300,25.2000,,,89.0457,,0.8535,0.6290,1.1928,7.8090,33.0500
1989-01-02,,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,,ND,,ND,ND,ND,ND,ND
1989-01-03,,1.8225,,3.7314,6.8300,15.0200,123.6000,686.9000,2.6990,,6.5075,6.0960,2.3600,1.9380,1.4973,ND,25.2100,,,88.4275,,0.8680,0.6350,1.1907,7.8080,33.0600
1989-01-04,,1.8070,,3.7314,6.9122,15.0800,125.0500,686.4000,2.7090,,6.5810,6.1600,2.3800,1.9415,1.5188,ND,25.1800,,,89.2070,,0.8698,0.6365,1.1921,7.8090,33.0650
1989-01-05,,1.7970,,3.7314,6.9305,15.0500,125.5900,686.5000,2.7090,,6.5930,6.1800,2.3800,1.9405,1.5310,28.2100,25.2300,,,89.4242,,0.8679,0.6380,1.1895,7.8090,33.0700
1989-01-06,,1.7800,,3.7314,7.0025,15.0700,126.6200,686.6000,2.7200,,6.6450,6.2300,2.3800,1.9410,1.5490,28.2000,25.2700,,,90.1556,,0.8625,0.6365,1.1952,7.8095,33.0850
1989-01-09,,1.7636,,3.7314,7.0640,15.1000,126.4500,686.7000,2.7330,,6.6780,6.2640,2.3800,1.9435,1.5575,28.2000,25.2900,,,90.4372,,0.8637,0.6350,1.1970,7.8095,33.0900
1989-01-10,,1.7637,,3.7314,7.0980,15.0700,126.3000,686.8000,2.7280,,6.6890,6.2750,2.3800,1.9415,1.5645,ND,25.2800,,,90.5708,,0.8664,0.6310,1.2009,7.8075,33.0950
1989-01-11,,1.7810,,3.7314,7.0690,15.0500,126.1300,686.8000,2.7285,,6.6550,6.2500,2.3700,1.9410,1.5552,27.8100,25.3200,,,90.3397,,0.8629,0.6320,1.2008,7.8060,33.1000
1989-01-12,,1.7840,,3.7314,7.0800,15.0600,126.1700,686.5000,2.7210,,6.6550,6.2500,2.3700,1.9420,1.5562,27.7500,25.3200,,,90.2270,,0.8673,0.6320,1.1967,7.8065,33.0950
1989-01-13,,1.7787,,3.7314,7.1000,15.0400,126.7000,685.8000,2.7240,,6.6710,6.2695,2.3700,1.9420,1.5627,27.7400,25.3100,,,90.5244,,0.8665,0.6300,1.1988,7.8065,33.1275
1989-01-16,,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,,ND,,ND,ND,ND,ND,ND
